program	transformation	lhs	rhs	text
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in x, Concat(ConstStr("" (The ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""ALL CAPS""), 1), RegexPositionRelative(x, RegexPair(""ALL CAPS"", ""Îµ""), 1))), ConstStr(""organ.""))))"	Managing Gigabytes: Compressing and Indexing Documents and Images->Managing Gigabytes: Compressing and Indexing Documents and Images (The Morgan.	Managing Gigabytes: Compressing and Indexing Documents and Images	Managing Gigabytes: Compressing and Indexing Documents and Images (The Morgan.	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in x, Concat(ConstStr("" (The ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""ALL CAPS""), 1), RegexPositionRelative(x, RegexPair(""ALL CAPS"", ""Îµ""), 1))), ConstStr(""organ.""))))] [Transformation: Managing Gigabytes: Compressing and Indexing Documents and Images transforms to Managing Gigabytes: Compressing and Indexing Documents and Images (The Morgan.]"
"let columnName = ""0"" in let x = ChooseInput(vs, columnName) in Lookup(x, {Some ""0"": ""Ian Witten""})"	0->Ian Witten	0	Ian Witten	"[Program: let columnName = ""0"" in let x = ChooseInput(vs, columnName) in Lookup(x, {Some ""0"": ""Ian Witten""})] [Transformation: 0 transforms to Ian Witten]"
"let columnName = ""0"" in let x = ChooseInput(vs, columnName) in Lookup(x, {Some ""Ian Witten"": ""0""})"	Ian Witten->0	Ian Witten	0	"[Program: let columnName = ""0"" in let x = ChooseInput(vs, columnName) in Lookup(x, {Some ""Ian Witten"": ""0""})] [Transformation: Ian Witten transforms to 0]"
"let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(x)"	Constraint Processing->CONSTRAINT PROCESSING	Constraint Processing	CONSTRAINT PROCESSING	"[Program: let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(x)] [Transformation: Constraint Processing transforms to CONSTRAINT PROCESSING]"
"let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(x)"	CONSTRAINT PROCESSING->Constraint Processing	CONSTRAINT PROCESSING	Constraint Processing	"[Program: let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(x)] [Transformation: CONSTRAINT PROCESSING transforms to Constraint Processing]"
"let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(x)"	"""Dechter, Rina""->""DECHTER, RINA"""	"""Dechter, Rina"""	"""DECHTER, RINA"""	"[Program: let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(x)] [Transformation: ""Dechter, Rina"" transforms to ""DECHTER, RINA""]"
"let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(x)"	"""DECHTER, RINA""->""Dechter, Rina"""	"""DECHTER, RINA"""	"""Dechter, Rina"""	"[Program: let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(x)] [Transformation: ""DECHTER, RINA"" transforms to ""Dechter, Rina""]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in x, Concat(ConstStr("": Techniques for Building Corporate ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""ALL CAPS""), -1), RegexPositionRelative(x, RegexPair(""ALL CAPS"", ""Îµ""), -1))), ConstStr(""emories""))))"	Applying Knowledge Management->Applying Knowledge Management: Techniques for Building Corporate Memories	Applying Knowledge Management	Applying Knowledge Management: Techniques for Building Corporate Memories	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in x, Concat(ConstStr("": Techniques for Building Corporate ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""ALL CAPS""), -1), RegexPositionRelative(x, RegexPair(""ALL CAPS"", ""Îµ""), -1))), ConstStr(""emories""))))] [Transformation: Applying Knowledge Management transforms to Applying Knowledge Management: Techniques for Building Corporate Memories]"
"let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Colon""), 1)))"	Applying Knowledge Management: Techniques for Building Corporate Memories->Applying Knowledge Management	Applying Knowledge Management: Techniques for Building Corporate Memories	Applying Knowledge Management	"[Program: let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Colon""), 1)))] [Transformation: Applying Knowledge Management: Techniques for Building Corporate Memories transforms to Applying Knowledge Management]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Camel Case""), -1), RegexPositionRelative(x, RegexPair(""Camel Case"", ""Îµ""), -1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1)))))"	"""Watson, Ian D""->Ian Watson"	"""Watson, Ian D"""	Ian Watson	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Camel Case""), -1), RegexPositionRelative(x, RegexPair(""Camel Case"", ""Îµ""), -1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1)))))] [Transformation: ""Watson, Ian D"" transforms to Ian Watson]"
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), ConstStr("" D\"""")))))"	"Ian Watson->""Watson, Ian D"""	Ian Watson	"""Watson, Ian D"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), ConstStr("" D\"""")))))] [Transformation: Ian Watson transforms to ""Watson, Ian D""]"
"let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Double Quote"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Comma""), 1)))"	"""TCP/IP Clearly Explained, Fourth Edition (The Morgan Kaufmann Series in Networking)""->TCP/IP Clearly Explained"	"""TCP/IP Clearly Explained, Fourth Edition (The Morgan Kaufmann Series in Networking)"""	TCP/IP Clearly Explained	"[Program: let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Double Quote"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Comma""), 1)))] [Transformation: ""TCP/IP Clearly Explained, Fourth Edition (The Morgan Kaufmann Series in Networking)"" transforms to TCP/IP Clearly Explained]"
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in x, ConstStr("", Fourth Edition (The Morgan Kaufmann Series in Networking)\"""")))"	"TCP/IP Clearly Explained->""TCP/IP Clearly Explained, Fourth Edition (The Morgan Kaufmann Series in Networking)"""	TCP/IP Clearly Explained	"""TCP/IP Clearly Explained, Fourth Edition (The Morgan Kaufmann Series in Networking)"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in x, ConstStr("", Fourth Edition (The Morgan Kaufmann Series in Networking)\"""")))] [Transformation: TCP/IP Clearly Explained transforms to ""TCP/IP Clearly Explained, Fourth Edition (The Morgan Kaufmann Series in Networking)""]"
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), ConstStr(""\"""")))))"	"Pete Loshin->""Loshin, Pete"""	Pete Loshin	"""Loshin, Pete"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), ConstStr(""\"""")))))] [Transformation: Pete Loshin transforms to ""Loshin, Pete""]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1)))))"	"""Loshin, Pete""->Pete Loshin"	"""Loshin, Pete"""	Pete Loshin	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1)))))] [Transformation: ""Loshin, Pete"" transforms to Pete Loshin]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Numberâ—¦WhiteSpaceâ—¦ALL CAPS"", ""Îµ""), 1)))), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Camel Caseâ—¦WhiteSpace""), -1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Lowercase wordâ—¦WhiteSpace""), -1))), ConstStr(""M D"")))"	SimNet XPert Release 4 Combined PageOut Edition->SIMNET XPERT RELEASE 4 COM D	SimNet XPert Release 4 Combined PageOut Edition	SIMNET XPERT RELEASE 4 COM D	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Numberâ—¦WhiteSpaceâ—¦ALL CAPS"", ""Îµ""), 1)))), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Camel Caseâ—¦WhiteSpace""), -1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Lowercase wordâ—¦WhiteSpace""), -1))), ConstStr(""M D"")))] [Transformation: SimNet XPert Release 4 Combined PageOut Edition transforms to SIMNET XPERT RELEASE 4 COM D]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Upper Caseâ—¦Upper Caseâ—¦Upper Case"", ""Îµ""), 1)))), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Upper Caseâ—¦Upper Caseâ—¦Upper Case"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Upper Case"", ""Îµ""), 1)))), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Upper Case"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Upper Caseâ—¦Upper Case""), -1)))), ConstStr(""ombined PageOut Edition""))))"	SIMNET XPERT RELEASE 4 COM D->SimNet XPert Release 4 Combined PageOut Edition	SIMNET XPERT RELEASE 4 COM D	SimNet XPert Release 4 Combined PageOut Edition	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Upper Caseâ—¦Upper Caseâ—¦Upper Case"", ""Îµ""), 1)))), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Upper Caseâ—¦Upper Caseâ—¦Upper Case"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Upper Case"", ""Îµ""), 1)))), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Upper Case"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Upper Caseâ—¦Upper Case""), -1)))), ConstStr(""ombined PageOut Edition""))))] [Transformation: SIMNET XPERT RELEASE 4 COM D transforms to SimNet XPert Release 4 Combined PageOut Edition]"
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), ConstStr(""\"""")))))"	"Triad Interactive->""Triad, Interactive"""	Triad Interactive	"""Triad, Interactive"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), ConstStr(""\"""")))))] [Transformation: Triad Interactive transforms to ""Triad, Interactive""]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1)))))"	"""Triad, Interactive""->Triad Interactive"	"""Triad, Interactive"""	Triad Interactive	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1)))))] [Transformation: ""Triad, Interactive"" transforms to Triad Interactive]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpaceâ—¦Colon""), 1))), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Colon""), 1), RegexPositionRelative(x, RegexPair(""Colon"", ""Îµ""), -1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Colon"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Line Separator""), -1))))))"	The Humane Interface :New Directions for Designing Interactive Systems->The Humane Interface: New Directions for Designing Interactive Systems	The Humane Interface :New Directions for Designing Interactive Systems	The Humane Interface: New Directions for Designing Interactive Systems	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpaceâ—¦Colon""), 1))), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Colon""), 1), RegexPositionRelative(x, RegexPair(""Colon"", ""Îµ""), -1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Colon"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Line Separator""), -1))))))] [Transformation: The Humane Interface :New Directions for Designing Interactive Systems transforms to The Humane Interface: New Directions for Designing Interactive Systems]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Colon""), 1))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Colon""), 1), RegexPositionRelative(x, RegexPair(""Colon"", ""Îµ""), -1))), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Colonâ—¦WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Line Separator""), -1))))))"	The Humane Interface: New Directions for Designing Interactive Systems->The Humane Interface :New Directions for Designing Interactive Systems	The Humane Interface: New Directions for Designing Interactive Systems	The Humane Interface :New Directions for Designing Interactive Systems	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Colon""), 1))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Colon""), 1), RegexPositionRelative(x, RegexPair(""Colon"", ""Îµ""), -1))), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Colonâ—¦WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Line Separator""), -1))))))] [Transformation: The Humane Interface: New Directions for Designing Interactive Systems transforms to The Humane Interface :New Directions for Designing Interactive Systems]"
